hh_id,psu,strata,weight,d_cm,d_nutr,d_satt,d_educ,d_elct,d_sani,d_wtr,d_hsg,d_ckfl,d_asst,sex_Male,sex_Female,agec7_0-4,agec7_5-9,agec7_10-14,agec7_15-17,agec7_18-59,agec7_60+,hhsize,region,area
mostly7a-27b9-4436-a10d-f603afedbbcc,1,Chitipa Rural,0.43260711431503296,0,0,0,0,1,0,1,0,1,0,3,1,1,0,2,1,3,1,4,Chitipa,rural
mostly34-1a5b-496f-9ff1-5ee3a2b86d80,1,Chitipa Rural,0.43260711431503296,0,0,0,0,1,1,1,0,1,0,2,3,2,0,0,0,2,0,5,Chitipa,rural
mostlycf-29c5-40dd-ba95-935ff0ffbd72,1,Chitipa Rural,0.43260711431503296,0,0,0,0,1,0,0,1,1,0,1,2,1,0,0,0,2,0,3,Chitipa,rural
mostlyd4-9612-4a12-a4d7-0f72128f9dfb,1,Chitipa Rural,0.43260711431503296,0,0,0,0,1,0,1,0,1,0,5,2,1,1,2,2,1,0,7,Chitipa,rural
mostly02-c8d8-41aa-a01b-daaf83177353,1,Chitipa Rural,0.43260711431503296,0,0,0,0,1,1,1,1,1,1,4,3,0,0,1,2,3,0,7,Chitipa,rural
mostlyc8-892c-4d7c-a8ea-7260335293ac,1,Chitipa Rural,0.43260711431503296,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,0,2,0,4,Chitipa,rural
mostlyf3-46dd-4cba-bf8d-e5f752c7cefa,1,Chitipa Rural,0.43260711431503296,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,1,2,Chitipa,rural
mostly50-8cce-4363-a75e-83887bc4c70b,1,Chitipa Rural,0.43260711431503296,0,1,0,0,1,0,1,1,1,0,3,1,1,1,0,0,2,0,4,Chitipa,rural
mostlyc6-d65f-44ce-8b1f-c537f11164a3,1,Chitipa Rural,0.43260711431503296,0,0,0,0,1,0,1,1,1,1,2,2,1,0,1,0,2,0,4,Chitipa,rural
mostly23-f053-41cc-ac79-7b11c6c9f091,1,Chitipa Rural,0.43260711431503296,0,0,0,0,1,0,0,1,1,0,5,1,0,2,1,0,2,0,6,Chitipa,rural
mostlyb0-71e7-4b44-b25f-c8740eed9da5,2,Chitipa Rural,0.29151394963264465,0,1,0,0,0,0,0,0,1,0,3,2,1,0,2,1,2,0,5,Chitipa,rural
mostly6b-c6e8-433b-87b1-c22092d9958b,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,Chitipa,rural
mostlyd3-1fb7-48ee-b6a2-ed113904148c,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,1,0,1,0,1,2,0,2,0,0,2,0,3,Chitipa,rural
mostly0e-795a-40b8-bf48-c9cea59cc262,2,Chitipa Rural,0.29151394963264465,0,0,0,0,0,0,1,0,1,0,4,3,0,1,2,0,2,0,7,Chitipa,rural
mostly33-4500-44b6-b402-e0d1368b18c7,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,0,1,1,1,1,4,1,1,1,0,2,1,5,Chitipa,rural
mostlye0-94e8-4396-bc56-f2a1f1269ac9,2,Chitipa Rural,0.29151394963264465,0,1,0,0,1,0,1,1,1,0,2,2,1,0,1,0,2,0,4,Chitipa,rural
mostlyaf-f649-41e4-95dd-973065a9d069,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,1,1,1,1,1,2,0,1,0,0,2,0,3,Chitipa,rural
mostly32-3426-40ff-a7dd-652c2e5029ec,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,0,1,1,1,4,2,0,1,2,0,2,0,6,Chitipa,rural
mostlyc1-ee73-4af9-9a0e-505bf8ab5f46,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,0,1,1,1,2,2,1,1,0,1,1,0,4,Chitipa,rural
mostly20-c19c-440e-818a-6f25ee830f50,2,Chitipa Rural,0.29151394963264465,0,0,0,1,1,0,1,1,1,0,2,1,0,1,0,0,2,0,3,Chitipa,rural
mostlycd-ee00-4eb5-90ce-40da72064cce,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,Chitipa,rural
mostly25-c0e4-4f26-9197-59af45a9334e,2,Chitipa Rural,0.29151394963264465,0,0,0,1,1,1,1,1,1,1,1,4,2,2,0,0,2,1,5,Chitipa,rural
mostly85-9abc-486e-a1db-544543948c7c,2,Chitipa Rural,0.29151394963264465,0,0,0,0,0,0,0,0,1,0,3,2,0,0,1,1,3,0,5,Chitipa,rural
mostly10-6e4d-4307-91cc-0a2a671abe6d,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,0,1,1,0,2,4,1,2,0,0,2,0,6,Chitipa,rural
mostly1e-3572-4a6c-8c07-65f1eea21720,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,2,0,3,Chitipa,rural
mostlycb-7f45-40e9-b6f1-548bb1f76fd4,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,1,0,0,1,0,5,2,1,0,0,1,4,0,7,Chitipa,rural
mostlyf2-c683-459d-9ff5-9ec4234cd973,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,1,0,1,1,1,2,2,0,0,2,1,2,0,4,Chitipa,rural
mostly2e-9e63-4c7b-8e16-8afd18b2a919,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,1,0,0,1,1,2,4,1,2,1,0,1,0,6,Chitipa,rural
mostlyc9-481a-472d-b711-ba07ee518260,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,0,0,1,1,4,3,0,1,2,0,3,0,7,Chitipa,rural
mostlycd-5f40-4463-9dcb-2bed5800c4dc,2,Chitipa Rural,0.29151394963264465,0,1,0,0,1,0,0,1,1,1,8,2,1,1,3,0,3,0,8,Chitipa,rural
mostlyce-3ddf-4004-ad95-672bc053732d,2,Chitipa Rural,0.29151394963264465,0,0,0,0,1,0,1,1,1,1,2,4,1,1,2,0,1,0,6,Chitipa,rural
mostly95-f12d-40e2-a686-3315096b722a,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,0,2,1,4,Chitipa,rural
mostly94-ba41-4fe6-9848-606337436db0,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,1,1,0,2,2,0,2,2,0,2,0,4,Chitipa,rural
mostly25-5ee7-4d40-b8cf-781a91a6859c,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,1,0,1,1,1,4,2,0,3,2,0,3,0,6,Chitipa,rural
mostly14-d5b9-438b-8832-ff727664b78c,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,1,0,1,1,1,1,2,1,0,0,0,2,0,3,Chitipa,rural
mostly2c-58d4-4b0a-acca-ec9f66672cb1,3,Chitipa Rural,0.29120877385139465,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,0,1,0,3,Chitipa,rural
mostly9b-52db-455b-a261-3c761f349d4f,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,1,0,1,1,2,1,0,0,0,1,1,1,3,Chitipa,rural
mostlyb8-5c26-451f-b511-5c85dacf825c,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,0,1,0,4,2,0,1,2,0,2,0,6,Chitipa,rural
mostlydc-4b6e-4d10-a060-e68db615aac1,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,0,1,0,3,1,0,2,0,0,3,0,4,Chitipa,rural
mostly64-1f0f-4c6f-8310-fbc858134d25,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,1,1,1,4,3,0,1,2,1,2,0,7,Chitipa,rural
mostlyb6-d03e-4dd5-ab6f-a0ad8f0eb6c8,3,Chitipa Rural,0.29120877385139465,0,0,1,1,1,1,0,0,1,1,1,2,0,0,2,1,1,0,3,Chitipa,rural
mostlyd8-4ce3-4f42-91b0-acda67a2ff35,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,0,1,0,3,Chitipa,rural
mostlyc0-ad8c-4afb-ad92-cc70963951ac,3,Chitipa Rural,0.29120877385139465,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,Chitipa,rural
mostly91-50c3-4674-a8dd-782408d32088,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,0,1,0,5,2,1,0,1,1,2,0,7,Chitipa,rural
mostly9e-060b-4e94-bf3e-8d4452d572e7,3,Chitipa Rural,0.29120877385139465,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,2,0,2,Chitipa,rural
mostly05-a113-4a49-8da6-64c30f3b05ff,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,1,1,1,0,1,4,0,2,0,0,3,0,5,Chitipa,rural
mostlye6-bfe1-4928-aeed-4970e8f98445,3,Chitipa Rural,0.29120877385139465,0,1,0,0,1,1,0,1,1,0,3,4,1,2,2,0,2,0,9,Chitipa,rural
mostlyde-b3ac-45f7-87aa-14cbf3c97f74,3,Chitipa Rural,0.29120877385139465,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,2,0,3,Chitipa,rural
mostlya1-c2f5-4ed4-9a56-f496f41e4f3d,3,Chitipa Rural,0.29120877385139465,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,3,0,3,Chitipa,rural
mostly7c-ef84-43b2-a3d9-70a53ef68936,3,Chitipa Rural,0.29120877385139465,0,1,0,0,1,1,0,0,1,1,7,1,1,2,2,0,3,1,8,Chitipa,rural
mostly5b-a930-4afc-9dd7-b1e9c5e0fcb9,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,0,1,0,3,3,2,0,1,0,2,0,6,Chitipa,rural
mostly19-873a-44c6-b60f-c1e2a0d5e959,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,1,1,1,2,3,2,0,0,0,1,2,5,Chitipa,rural
mostlyf0-35c8-44d6-92ef-c19aaefb8720,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,1,1,1,0,3,1,0,1,1,1,0,3,Chitipa,rural
mostly78-7c82-489a-824e-96aa509c3143,3,Chitipa Rural,0.29120877385139465,0,0,0,0,1,0,0,1,1,1,1,3,1,0,0,0,2,0,4,Chitipa,rural
mostly43-10e0-4027-abf2-16b93dd80451,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,1,1,1,1,2,2,1,0,0,2,2,0,4,Chitipa,rural
mostly17-64a6-4944-913f-ea260abfa0fa,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,1,0,1,1,1,0,3,1,1,0,0,1,0,3,Chitipa,rural
mostly43-1e2e-40e0-9fd3-62782a38a3ce,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,Chitipa,rural
mostly4e-e674-4a7e-b7d3-6795abc922b2,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,1,3,0,4,Chitipa,rural
mostlyd3-9fb2-41b5-b3b6-1b84007e0556,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,2,Chitipa,rural
mostly24-fea8-4c11-97f3-7e45a458d893,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,2,2,3,Chitipa,rural
mostly50-bfe2-4f3c-8803-cb5e0a50420f,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,0,1,0,2,3,0,0,1,1,1,2,5,Chitipa,rural
mostly19-9651-4501-bca1-57e1c5d94e84,4,Chitipa Rural,0.27499011158943176,0,0,0,0,0,0,0,0,1,0,3,0,0,2,2,1,2,0,5,Chitipa,rural
mostly7c-76ac-43a4-8e6c-37a1a5a57e09,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,1,1,0,6,3,0,1,2,1,3,0,9,Chitipa,rural
mostlye0-d651-4965-be8d-54c6e415dc17,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,1,1,1,4,4,1,1,1,1,3,0,8,Chitipa,rural
mostly60-bd2e-4b11-b2ae-deb446e86e10,4,Chitipa Rural,0.27499011158943176,1,0,1,0,0,0,0,0,1,0,4,2,1,1,1,1,3,0,6,Chitipa,rural
mostly74-c0ba-41ac-a4c2-d4a3b2a4b726,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,0,1,0,4,3,1,0,3,0,2,0,7,Chitipa,rural
mostly63-f0cd-4c49-a252-974eeb77729f,4,Chitipa Rural,0.27499011158943176,0,0,0,0,0,0,0,0,1,0,4,2,0,0,3,1,2,0,6,Chitipa,rural
mostly42-942c-46fa-a353-d688ac987920,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,1,1,1,1,2,3,0,2,1,0,2,0,5,Chitipa,rural
mostlyb5-69d1-4ba6-9bf5-df011433118c,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,1,0,1,1,2,2,0,2,0,0,3,0,4,Chitipa,rural
mostly86-57cc-447a-b24b-f5c66540eb5f,4,Chitipa Rural,0.27499011158943176,0,0,0,0,0,0,0,0,1,0,4,1,1,0,1,1,4,0,7,Chitipa,rural
mostlya0-1ee3-402e-8846-9f7c12b0774f,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,1,1,1,1,5,5,1,1,2,0,5,0,10,Chitipa,rural
mostly2d-a045-4028-8ee6-5c257673f602,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,1,0,1,0,4,2,1,2,2,0,2,0,6,Chitipa,rural
mostly5a-607a-4f59-b0f1-81385791a058,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,0,1,1,5,1,0,2,1,0,4,0,6,Chitipa,rural
mostly70-5d1e-441a-ba82-05d666e3c6b8,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,Chitipa,rural
mostly2c-88bb-4d70-8f1c-fc8cf3c08906,4,Chitipa Rural,0.27499011158943176,0,0,0,0,1,0,0,1,1,0,4,5,1,2,2,0,2,1,9,Chitipa,rural
mostly41-42b2-4262-bbef-5f3ced55df61,4,Chitipa Rural,0.27499011158943176,0,1,0,0,1,0,1,1,1,1,2,2,1,0,1,0,2,0,4,Chitipa,rural
mostly95-981a-4a90-9fa9-70b119267086,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,1,1,0,1,0,1,3,0,1,0,0,2,0,4,Chitipa,rural
mostly5d-e5d2-4b86-a0b1-e3d60197fbf5,5,Chitipa Rural,0.6253749132156372,0,0,0,1,1,0,0,1,1,1,1,2,0,1,0,0,0,2,3,Chitipa,rural
mostly71-14be-4a91-b92a-d7213b85528f,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,0,0,1,1,0,1,2,0,1,2,0,2,0,3,Chitipa,rural
mostly8d-93a5-4a2d-b408-5eb8e35f4aeb,5,Chitipa Rural,0.6253749132156372,0,0,0,0,0,1,1,1,1,1,3,2,1,2,0,0,2,0,5,Chitipa,rural
mostly4f-562b-4296-9a03-f456ccccb72f,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,1,0,1,1,1,4,4,1,0,3,0,2,0,8,Chitipa,rural
mostly43-232d-4292-bb34-e7a31609b570,5,Chitipa Rural,0.6253749132156372,0,0,0,0,0,0,0,0,1,0,3,2,1,1,1,0,2,0,5,Chitipa,rural
mostly87-ec71-48b3-94f6-207f5004ea0c,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,0,0,1,1,1,4,2,0,1,3,0,1,0,6,Chitipa,rural
mostlybc-941a-417e-ae06-3e9dd3e4d277,5,Chitipa Rural,0.6253749132156372,0,1,0,0,0,0,1,1,1,0,4,2,2,2,0,0,3,0,6,Chitipa,rural
mostlybf-f8f6-43d4-813a-b0e3663963a3,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,0,1,1,1,1,4,2,0,1,1,1,3,0,6,Chitipa,rural
mostlyff-6103-445e-9ed6-c5d8ea759a5f,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,0,0,0,1,0,3,3,0,2,1,0,2,0,6,Chitipa,rural
mostlyb9-dccb-41ba-909a-d68f5bb7be08,5,Chitipa Rural,0.6253749132156372,0,1,0,0,1,0,1,1,1,1,4,3,2,1,0,0,3,0,7,Chitipa,rural
mostly6b-116d-4ba9-a842-ec5fde93f033,5,Chitipa Rural,0.6253749132156372,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,2,3,Chitipa,rural
mostlya3-e274-4333-917b-c86f905a2f78,5,Chitipa Rural,0.6253749132156372,0,0,0,0,0,0,0,1,1,0,2,2,1,1,1,0,2,0,4,Chitipa,rural
mostlyd9-fae9-4a16-a6b7-b6f5e5daecc2,5,Chitipa Rural,0.6253749132156372,0,1,0,0,1,0,1,0,1,0,1,4,1,2,0,0,2,0,5,Chitipa,rural
mostlydd-b55e-46ff-ab81-7f17cbc2fd76,5,Chitipa Rural,0.6253749132156372,0,1,0,0,1,0,1,1,1,1,3,3,2,1,0,0,2,0,4,Chitipa,rural
mostlyea-294b-4c49-92a1-0ce341e59d3a,5,Chitipa Rural,0.6253749132156372,0,0,1,0,0,0,1,0,1,1,1,8,2,2,1,0,3,0,9,Chitipa,rural
mostlyad-8b7c-4620-a0f2-e6f9d2db39a3,5,Chitipa Rural,0.6253749132156372,0,1,0,0,0,1,0,1,1,0,2,3,2,0,0,0,2,0,5,Chitipa,rural
mostly85-25bd-48f0-bb4e-9c6e9fd73529,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,0,1,0,1,1,0,3,0,2,0,0,1,0,3,Chitipa,rural
mostly09-d3a1-4d05-ae53-4db44bff437a,5,Chitipa Rural,0.6253749132156372,0,0,0,0,0,1,0,1,1,0,3,2,0,1,2,0,3,0,5,Chitipa,rural
mostly2b-4f19-4c0f-be0d-a7a93d38d36b,5,Chitipa Rural,0.6253749132156372,0,0,0,0,1,0,0,1,1,1,5,2,0,2,2,1,1,0,7,Chitipa,rural
mostly4f-56da-419d-94a3-6a59544f3b60,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,0,1,1,0,2,3,1,2,0,0,2,0,5,Chitipa,rural
mostlye9-83e0-4268-a288-bea23be5065d,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,1,0,1,0,1,2,0,1,1,0,2,0,3,Chitipa,rural
mostly14-8668-46fa-b4d9-75a44b9453e1,6,Chitipa Rural,0.22823850810527802,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,1,3,0,5,Chitipa,rural
mostly65-6a83-47c8-97a4-6a1007af3307,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,1,0,1,1,1,1,2,1,0,0,0,1,2,3,Chitipa,rural
mostly06-5a89-45ac-a37f-4d5e6bb18336,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,1,0,1,0,2,2,0,0,1,1,2,0,4,Chitipa,rural
mostly01-9d4c-45e1-96a9-908335d2bef4,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,2,0,2,Chitipa,rural
mostlyb2-0d87-4a3e-8da5-dc28728aa93a,6,Chitipa Rural,0.22823850810527802,0,1,0,0,1,0,0,0,1,1,4,2,1,1,0,1,2,0,6,Chitipa,rural
mostly11-48f1-4e11-afa7-a1928fce3104,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,0,1,1,0,5,1,1,1,1,0,2,0,6,Chitipa,rural
mostly77-7d8a-4cac-930f-bc02103cf6a4,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,1,0,1,0,2,1,1,0,0,0,3,0,3,Chitipa,rural
mostly62-5d59-4c39-a6a4-02e8216fea5a,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,1,0,1,1,1,5,3,1,2,0,0,2,0,8,Chitipa,rural
mostlya2-f2fc-460c-9350-048b5d8b6618,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,1,1,1,0,2,3,0,2,0,0,2,0,5,Chitipa,rural
mostly2e-b269-4859-b3d1-b363061f7dc8,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,1,1,1,1,0,2,0,0,1,0,1,0,2,Chitipa,rural
mostlyf0-bf88-40cb-b9ed-5dca01ee0a00,6,Chitipa Rural,0.22823850810527802,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,2,Chitipa,rural
mostly86-c774-4c5d-8916-a8f53a578e57,6,Chitipa Rural,0.22823850810527802,0,1,0,0,1,1,0,1,1,0,2,1,1,2,2,0,2,0,5,Chitipa,rural
mostly55-d6ae-4442-83af-cbc1e8aaf499,6,Chitipa Rural,0.22823850810527802,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,2,0,3,Chitipa,rural
mostly11-d307-4cb0-8456-afbfc37cee4e,6,Chitipa Rural,0.22823850810527802,0,0,0,0,1,0,0,1,1,0,2,3,1,1,0,1,3,0,5,Chitipa,rural
mostly05-3d87-4dca-90c3-4e0f04c31893,6,Chitipa Rural,0.22823850810527802,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,Chitipa,rural
mostly1c-325a-43e5-86d3-069470c3373e,6,Chitipa Rural,0.22823850810527802,0,0,0,1,1,0,1,0,1,1,0,4,0,1,1,0,2,1,6,Chitipa,rural
mostly6b-ebb3-490b-8612-1a217068f5ce,6,Chitipa Rural,0.22823850810527802,0,1,0,0,1,0,0,1,1,0,3,1,1,1,0,0,1,0,4,Chitipa,rural
mostly34-f010-48c3-8541-d70e31955823,6,Chitipa Rural,0.22823850810527802,1,0,1,0,1,1,1,1,1,0,2,2,0,2,1,0,2,0,4,Chitipa,rural
mostly56-ad5e-4d57-a986-93eddd41344a,6,Chitipa Rural,0.22823850810527802,1,0,0,1,1,1,1,0,1,1,4,1,1,1,2,1,3,0,5,Chitipa,rural
mostly75-4b27-4b24-a6cb-26fabf013c9e,7,Chitipa Rural,0.7926366329193115,0,1,0,0,1,1,1,1,1,1,3,4,2,0,1,0,2,0,7,Chitipa,rural
mostlyd0-e5b5-463b-bc1b-e7648df9d04d,7,Chitipa Rural,0.7926366329193115,1,0,0,0,1,1,0,1,1,1,4,3,1,1,1,1,3,0,7,Chitipa,rural
mostlyc8-75f1-47a6-8909-8567614bd3fc,7,Chitipa Rural,0.7926366329193115,0,1,0,0,1,1,0,1,1,0,0,5,1,0,0,0,1,0,5,Chitipa,rural
mostly65-b773-4614-8b0a-6ce537a8bf0b,7,Chitipa Rural,0.7926366329193115,0,0,0,0,1,0,0,0,1,0,1,2,1,1,1,0,2,0,3,Chitipa,rural
mostlyb9-79c5-492f-a538-0a5a43d60bf7,7,Chitipa Rural,0.7926366329193115,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,Chitipa,rural
mostly1f-c150-4b81-bc7b-3f8d0abf4427,7,Chitipa Rural,0.7926366329193115,0,0,0,1,1,0,1,1,1,1,2,1,0,1,1,0,2,1,3,Chitipa,rural
mostly79-b2f2-4d8e-83bb-ee4bfe207ed4,7,Chitipa Rural,0.7926366329193115,0,0,0,0,1,0,0,1,1,1,1,2,0,2,1,0,1,0,3,Chitipa,rural
mostly27-9583-43e6-b631-6ee424fa6768,7,Chitipa Rural,0.7926366329193115,0,1,0,0,1,0,0,1,1,1,2,1,1,0,0,0,2,0,3,Chitipa,rural
mostly76-f689-46c8-bea1-5b3453eea4b0,7,Chitipa Rural,0.7926366329193115,0,0,0,0,0,1,0,1,1,1,0,3,1,2,0,0,1,0,3,Chitipa,rural
mostlyde-7d1d-49bb-bdd7-c61d81aec60f,7,Chitipa Rural,0.7926366329193115,0,0,0,0,1,1,0,1,1,1,2,2,1,0,0,0,1,1,4,Chitipa,rural
mostly7a-0e7a-4248-9800-06432b55791c,7,Chitipa Rural,0.7926366329193115,0,1,0,0,1,0,0,0,1,1,3,4,3,1,1,0,3,0,7,Chitipa,rural
mostlyab-d2ad-44df-8909-929d82fd82e4,7,Chitipa Rural,0.7926366329193115,0,0,0,0,1,0,0,0,1,0,2,3,1,1,2,0,1,1,5,Chitipa,rural
mostlyb4-42ae-4ffa-be8c-6830f0a73f84,7,Chitipa Rural,0.7926366329193115,0,0,0,0,1,0,0,1,1,1,3,5,1,2,2,0,2,0,8,Chitipa,rural
mostly53-7489-4280-ac26-796d83f285f6,7,Chitipa Rural,0.7926366329193115,0,0,0,0,1,0,1,1,1,1,2,2,1,0,0,0,2,0,4,Chitipa,rural
mostly30-ff50-4f76-8ec2-052ba46127ea,7,Chitipa Rural,0.7926366329193115,0,0,0,0,1,0,0,0,1,0,6,2,2,0,2,0,6,0,8,Chitipa,rural
mostly13-4c1f-45dd-9aff-33eb31845265,7,Chitipa Rural,0.7926366329193115,0,0,0,1,1,0,0,0,1,0,2,1,0,1,1,0,2,0,3,Chitipa,rural
mostly56-276e-48ce-9349-3929c21dab06,8,Chitipa Rural,0.2063765823841095,0,0,0,0,1,0,1,1,1,0,1,2,0,1,0,0,2,1,3,Chitipa,rural
mostlyb3-ba71-4ed1-94f0-ae75c1496973,8,Chitipa Rural,0.2063765823841095,0,0,0,0,1,0,0,0,1,0,3,2,1,0,2,0,3,0,5,Chitipa,rural
mostlya9-6b5f-43d0-9fc7-13bb0bf6f5e7,8,Chitipa Rural,0.2063765823841095,0,0,0,0,0,0,0,0,1,0,4,4,2,1,2,0,2,0,8,Chitipa,rural
